h_signal_variance,h_signal_iqr,h_mean,h_std,h_max,h_min,h_skew,h_kurtosis,h_energy,h_median,h_entropy,h_mean_slope,h_std_slope,v_signal_variance,v_signal_iqr,v_mean,v_std,v_max,v_min,v_skew,v_kurtosis,v_energy,v_median,v_entropy,v_mean_slope,v_std_slope,h_fft_max_freq,h_fft_mean_power,h_fft_peak_power,v_fft_max_freq,v_fft_mean_power,v_fft_peak_power,target
5056.618138265134,101.90305,-56.64962209864109,71.10990182995005,187.99,-153.16,1.5535300923879787,2.2158951106478897,10340513.07555216,-97.43,6.809474782720725,0.00013887999999996053,3.838878860260655,2559.2261971783214,67.152005,-34.819064280975226,50.58879517421147,167.71,-97.141,1.376228464887494,2.065710460379502,4718263.3866608385,-54.991,6.789227834616097,0.004450720000000001,2.9097490292356833,0.0,10340513.075552156,5022369414.512676,0.0,4718263.3866608385,1897355938.9024389,4
3893.03768176323,67.73729999999999,-32.45594713908873,62.39421192517163,203.15,-131.28,2.2955839618586356,5.78890639780664,6187979.159259649,-63.002,6.784034203160178,0.0025098959999999807,3.2302842341011617,2778.040377407484,83.36590000000001,-49.639194825419665,52.70711884942568,147.63,-111.46,1.1352876898816129,1.0033233045268295,6557854.640444641,-76.842,6.835246732030432,0.0011509599999999977,3.270383705492442,0.0,6187979.159259648,1648554063.2366827,0.0,6557854.640444641,3856240186.5131564,4
3409.475463890682,55.078849999999996,-27.85758027082334,58.39071384981247,200.04,-124.94,2.631934958763519,7.23809724065214,5236085.823287496,-51.871,6.7782881815110585,0.002598431999999997,3.0719434904215563,2627.1694468074056,67.4054035,-27.238450214468422,51.25592109022533,174.1,-86.529,1.5439037652705163,2.9222245910514824,4214747.373733745,-29.828,6.778080870202674,-0.0003070400000000063,2.4523164928117596,0.0,5236085.823287495,1214510854.4682765,0.0,4214747.373733743,1161126153.1178772,4
3313.149490249755,63.748149999999995,-35.92460492086331,57.55996430028215,192.22,-143.56,2.2538246449975734,5.936463746027986,5759262.137941309,-61.861,6.816468448882064,-0.0020699199999999907,3.10726264681069,2322.8872722079022,67.71145,-31.17466884236611,48.19634085911401,163.95,-95.543,1.3263277105461426,2.5271731947248783,4121728.809298507,-34.293,6.786516843203675,0.004010960000000011,2.3785650831421385,0.0,5759262.137941309,2019754669.1742208,0.0,4121728.809298507,1520961836.5397935,4
3210.1259027170768,64.3882,-38.063651164668265,56.65797298454187,169.2,-151.67,1.8536586557924348,4.0228657704516415,5828368.270820988,-60.723,6.829747925451846,0.007002560000000017,2.817712720148089,4814.384113357996,112.37091500000001,-64.71227418864908,69.38576304515212,184.48,-118.87,1.2361048204720937,0.758577739003532,11261580.242575144,-110.84,6.8418935644563685,0.0027693279999999733,4.003695049808331,0.0,5828368.2708209865,2267438458.918928,0.0,11261580.24257514,6553720931.672123,4
6138.233911351343,135.205715,-81.35050792171863,78.34688195040913,160.2,-193.08,1.1396729425057026,0.4775652989669128,15957929.952141657,-112.92,6.844585114531072,0.003488927999999987,5.096647501180194,4233.54955341791,104.19834999999999,-51.13774782373301,65.06573255883553,206.7,-112.99,1.4497163925348229,2.1316366547124783,8567622.126182929,-74.111,6.837328440170293,0.005649680000000023,3.2261180266870286,0.0,15957929.952141656,10357028160.630451,0.0,8567622.126182927,4092585995.2062583,4
13662.978846289307,211.41026499999998,-130.42706534276581,116.88874559293254,192.42,-230.79,1.1318585150161873,0.1275605405016993,38373421.97348946,-193.58,6.844915860511158,0.003318768,7.003267059867733,1207.5108595852594,33.82325,20.368442225419667,34.74925696450587,144.42,-99.179,-0.9736722880874442,4.643411405821105,2029602.7571426732,27.231,6.779915967474736,0.006472319999999979,2.3333297534844184,0.0,38373421.973489456,26622575331.41371,0.0,2029602.7571426737,649277346.4236935,5
8158.719446088696,137.426615,-81.66406886153479,90.3256300619525,220.88,-150.42,1.7415226097045036,2.7485678217752474,18549502.225976847,-131.72,6.840506758893847,0.004070438399999989,4.310950305164061,6789.453794096871,177.83350000000002,104.91333559840128,82.39814193352221,204.7,-68.255,-0.5351284579878436,-1.1777236183574666,22263123.487380035,130.77,6.812305628135338,0.0036892160000000103,6.026036255157157,0.0,18549502.225976847,10437023192.848782,0.0,22263123.48738003,17225665505.497025,5
10053.406753597617,164.594635,-93.69263903996801,100.26667818172504,210.38,-191.58,1.2845227039155194,1.0854855507931713,23558478.422203068,-144.47,6.8200074967641875,-0.00024720000000002075,6.274307375030813,2710.1063183793763,90.61689,56.26266108285372,52.058681489059786,159.84,-83.35,-0.8787259932342033,-0.335859406969401,7350367.281479802,88.123,6.838738384483788,0.001823919999999987,3.2550013096130006,0.0,23558478.42220307,13738064883.389019,0.0,7350367.281479803,4953990370.761189,5
8685.71742372224,136.56315999999998,-73.00269946834533,93.19719643702938,218.81,-159.86,1.451900995044638,1.7166857876306354,17532904.553288125,-120.81,6.814243246013473,0.005824480000000016,4.010564739005541,6997.143579005401,169.71935,103.88648242751398,83.64893053115145,221.76,-58.609,-0.5378689329306445,-1.370666923153101,22254720.557519637,143.28,6.792875898007265,0.00031647999999997865,5.844992456159003,0.0,17532904.553288125,8340507142.320712,0.0,22254720.557519637,16890118719.170033,5
9997.661298634575,177.74760000000003,-105.12002063709032,99.9883058094024,195.23,-209.75,1.1490159754533396,0.5721649583790502,26330897.92675847,-149.87,6.823783873454833,0.007379200000000037,6.629440161423698,1882.07758558837,44.9566,-12.936299058353319,43.38291813131489,161.92,-92.216,0.6156020992155047,1.8291106780522721,2563831.1990633192,-4.8738,6.652841976034043,0.006220480000000018,3.415776727633253,0.0,26330897.92675846,17293603376.350437,1.0,2563831.1990633192,561521255.5936537,5
11061.80384255795,200.4942,-121.03443720143885,105.17511037578211,185.17,-234.62,1.0523013281939617,0.2699222359186644,32164634.677864973,-156.18,6.837920530626423,0.004547424000000001,7.2424786608095015,7685.28929472413,199.2262,115.46265158449239,87.66578177786432,215.0,-70.032,-0.5258924288117748,-1.2292990537299069,26292158.420263164,136.37,6.806267739032547,0.004327936,6.27984191346811,0.0,32164634.677864973,22926223906.602047,0.0,26292158.42026316,20864004752.21666,5
9253.338390722809,164.23408500000002,-98.68960073828937,96.19427420965766,197.75,-179.42,1.3697732415371222,1.1917439709830724,23760212.581441827,-149.82,6.829892005068579,0.005659760000000006,5.516567604815374,3623.769264934373,118.89685,74.4579831272582,60.197751327889094,169.17,-72.37,-0.8304100299555782,-0.7512442616123023,11468868.405908111,102.2,6.822471786992951,0.003909376000000009,4.099995292323083,0.0,23760212.581441812,15242542104.564129,0.0,11468868.40590811,8676351852.399488,5
18325.00033347823,258.08564999999993,-156.76515098721026,135.36986493853877,158.13,-339.52,0.6319506041272709,-0.8479059590710607,53668291.43479883,-204.81,6.80899672200958,0.004029116000000022,10.108921750762546,1383.0265383369524,40.358419,20.087007008792966,37.1890647682481,133.14,-107.31,-1.4079097565244432,3.6378518232827757,2234929.5005242205,35.468,6.827272603894586,0.003543975999999981,2.4476962366956037,0.0,53668291.434798844,38460388738.03959,0.0,2234929.5005242205,631458889.6319317,5
10254.701031757711,172.58915,-91.659369917506,101.26549773618709,170.3,-189.57,0.8854517833331904,-0.22770446764067032,23338832.547915325,-156.23,6.75393875497836,0.005295360000000051,5.971975853372143,3394.8911118958954,98.95938400000001,54.87774202717826,58.26569412523887,219.83,-82.266,-0.41434997044151023,-0.31860991346598233,8014478.560053675,85.865,6.738610283393573,0.0010290400000000318,3.992964235004133,0.0,23338832.54791533,13148262148.040222,0.0,8014478.560053675,4713104693.618959,5
7618.066719698886,117.84654499999999,-56.17517547162271,87.28153710664637,205.91,-126.86,1.5382716574452595,1.9465257810278214,13477920.040767074,-110.81,6.776772729088716,0.002784240000000011,4.557359905072359,1910.1093349139917,54.884769999999996,30.00994314308553,43.70479761895702,172.04,-92.463,-0.8269911620344486,1.974711846174439,3516193.233978887,51.18,6.77718154732761,0.0021012800000000027,2.948571386012258,0.0,13477920.040767075,4938595936.6041355,0.0,3516193.2339788876,1409434716.4578567,5
3013.554527954424,37.96345,24.20704670205915,54.895851646134645,220.77,-137.88,0.649859993590935,5.871606080290345,4503019.083125612,28.286,6.598664221358001,0.008862239999999952,3.043158001951441,1200.3751869650116,53.584245,-27.07324485851319,34.64643108553912,36.604,-122.54,-0.5947998320023239,-0.012746268742915845,2418603.0534416623,-26.682,6.754889190205636,-0.0004530399999999986,1.5115143382922582,0.0,4503019.083125611,917061023.1869379,0.0,2418603.0534416623,1147084051.8800895,6
3568.4242885235567,59.6487,36.926645218225424,59.73628954432604,225.41,-149.4,-0.27055789254580564,4.191133937555925,6169933.770910906,51.634,6.730840946665375,0.006873119999999955,3.512454980515198,2107.5742818119634,94.852585,-51.449063112062355,45.90832475501544,27.157,-134.77,0.1496444003927417,-1.4974959452389045,5947980.051528094,-59.441,6.741723494869417,0.002350400000000002,1.9529169252307974,0.0,6169933.770910908,2133999567.4458873,0.0,5947980.0515280925,4142567185.8516407,6
5589.492247346564,118.85940000000001,75.02921910415668,74.76290689470657,262.78,-103.21,-0.1503214745709015,0.1447407458986536,14034813.834374366,104.2,6.812218489662346,0.009776560000000017,5.047111978478336,3531.237229587337,119.01480000000001,-71.30346566826537,59.42421416886669,9.7644,-138.99,0.31931796112499133,-1.8588982057816879,10777892.228811938,-116.26,6.698757168297026,0.011076960000000009,3.486091848686485,0.0,14034813.834374364,8809991150.212713,0.0,10777892.228811936,7956753382.702322,6
3655.698531563608,40.17915000000001,19.721698437250197,60.462372857535186,217.53,-158.25,0.1064293376094103,4.913998230981118,5059849.54493762,25.691,6.5103759742889675,0.006103759999999994,3.1817924185848785,2410.0693584317196,90.29594499999999,-51.405854126706636,49.09245724581037,29.125,-130.97,0.15167535594908513,-1.663229705012578,6320841.627356879,-72.628,6.699160959374226,0.00538951199999999,2.546964383364888,0.0,5059849.54493762,608699923.1213839,0.0,6320841.62735688,4135611919.8084564,6
3571.327351115035,44.4859,-24.36633960911271,59.76058359081708,220.43,-168.06,1.812382695706656,7.29792449990202,5210472.367184124,-26.483,6.61051676565483,0.006068240000000011,3.6789304525351145,3053.252430320247,108.61329,-62.22091445835331,55.256243360549284,47.033,-145.55,0.5292280465465783,-1.3637599143121417,8662792.977568813,-90.734,6.804331773207009,0.002885120000000006,2.5672927919370045,0.0,5210472.367184123,929170055.5249581,0.0,8662792.977568813,6058810908.234968,6
2964.141282644498,10.970934999999999,-3.2003286208633073,54.443927876710895,214.65,-166.04,1.185308766500679,8.427884877825903,3720953.6157934456,-4.0133,5.826768800306102,0.004761812000000022,3.135093036594517,6049.470698197605,162.0468,-98.69398923756994,77.77834337524556,7.7375,-194.27,0.33606273127712183,-1.7569952087797218,19753257.736488797,-142.31,6.7077624959556825,0.0037287199999999983,5.719051808516432,7.0,3720953.615793446,275625665.00456834,0.0,19753257.736488793,15243897736.197533,6
3065.9437700470958,12.05485,-0.800653574660271,55.37096504529333,216.79,-168.28,0.9325820793553454,8.018453622509371,3836297.605058334,-1.2307,5.9108255229793505,0.0034863999999999863,3.195603618876037,4150.420511001685,131.89215000000002,-80.35824920783374,64.42375734930154,23.879,-155.19,0.403478925014781,-1.7883200902671974,13270443.777164243,-126.84,6.711243017222437,0.002287040000000002,4.191345265265246,7.0,3836297.605058334,324384193.5695557,0.0,13270443.777164243,10105912915.094322,6
